product_id	product_url	product_img_url	product_name	product_color	product_deviceType	product_price
2717	https://case-mate.com/purple-petals-karat-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/c/m/cmi_iphone_8_plus_karatpetal_purple_cm036174_1_2.png	Karat Petals	Purple	iPhone 7 Plus	$50
2167	https://case-mate.com/karat-mother-of-pearl-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/c/m/cmi_iphone_8_plus_karat_motherofpearl_cm036168_1_1.png	Karat	Mother of Pearl	iPhone 7 Plus	$50
2165	https://case-mate.com/karat-rose-gold-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/c/m/cmi_iphone_8_plus_karat_rosegold_cm036166_1_1.png	Karat	Rose Gold	iPhone 7 Plus	$50
2713	https://case-mate.com/clear-tough-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/c/m/cmi_vectra_tough_clear_cm036146_1.png	Tough Clear	Clear	iPhone 7 Plus	$35
2134	https://case-mate.com/naked-tough-iridescent-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/c/m/cmi_iphone_8_plus_nakedtough_iridescent_cm036162_1.png	Naked Tough	Iridescent	iPhone 7 Plus	$18
2135	https://case-mate.com/naked-tough-sheer-glam-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/s/h/sheer_glam_8_plus_1.png	Naked Tough	Sheer Glam	iPhone 7 Plus	$18
2712	https://case-mate.com/mood-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/c/m/cmi_vectra_mood_cm036198_1_1.png	Mood	Mood	iPhone 7 Plus	$40
2138	https://case-mate.com/naked-tough-waterfall-rose-gold-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/r/g/rg_plus_1.png	Waterfall	Rose Gold	iPhone 7 Plus	$40
2174	https://case-mate.com/brilliance-tough-rose-gold-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/c/m/cmi_iphone_7_plus_brilliance_rose_gold_cm034774_1.png	Brilliance Tough	Rose Gold	iPhone 7 Plus	$60
2722	https://case-mate.com/rose-gold-wristlet-folio-iphone7-plus	https://case-mate.com/media/catalog/product/cache/3fc35d798ea034524abc6812c3526e1f/c/m/cmi_iphone_7_plus__folio_wristlet_rose_gold_cm034806_1_5.png	Folio Wristlet	Rose Gold	iPhone 7 Plus	$30
